"","Event","Date_Time","TemperatureC","Field","Pop","Cage","Height","Treatment"
"203",203,"07/20/2021 00:58:49",16.64,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"204",204,"07/20/2021 01:58:49",16.86,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"205",205,"07/20/2021 02:58:49",16.26,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"206",206,"07/20/2021 03:58:49",16.64,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"207",207,"07/20/2021 04:58:49",15.48,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"208",208,"07/20/2021 05:58:49",15.61,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"209",209,"07/20/2021 06:58:49",17.84,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"210",210,"07/20/2021 07:58:49",21.1,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"211",211,"07/20/2021 08:58:49",25.99,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"212",212,"07/20/2021 09:58:49",27.67,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"213",213,"07/20/2021 10:58:49",27.93,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"214",214,"07/20/2021 11:58:49",29.38,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"215",215,"07/20/2021 12:58:49",31.74,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"216",216,"07/20/2021 13:58:49",31.92,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"217",217,"07/20/2021 14:58:49",33.67,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"218",218,"07/20/2021 15:58:49",32.39,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"219",219,"07/20/2021 16:58:49",31.1,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"220",220,"07/20/2021 17:58:49",28.7,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"221",221,"07/20/2021 18:58:49",25.57,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"222",222,"07/20/2021 19:58:49",22.31,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"223",223,"07/20/2021 20:58:49",20.07,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"224",224,"07/20/2021 21:58:49",19.43,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"225",225,"07/20/2021 22:58:49",18.96,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"226",226,"07/20/2021 23:58:49",19.09,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"227",227,"07/21/2021 00:58:49",19.22,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"228",228,"07/21/2021 01:58:49",17.46,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"229",229,"07/21/2021 02:58:49",15.96,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"230",230,"07/21/2021 03:58:49",15.31,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"231",231,"07/21/2021 04:58:49",14.84,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"232",232,"07/21/2021 05:58:49",15.48,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"233",233,"07/21/2021 06:58:49",17.07,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"234",234,"07/21/2021 07:58:49",20.85,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"235",235,"07/21/2021 08:58:49",24.71,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"236",236,"07/21/2021 09:58:49",28.1,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"237",237,"07/21/2021 10:58:49",28.44,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"238",238,"07/21/2021 11:58:49",29.04,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"239",239,"07/21/2021 12:58:49",28.57,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"240",240,"07/21/2021 13:58:49",31.66,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"241",241,"07/21/2021 14:58:49",26.04,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"242",242,"07/21/2021 15:58:49",28.31,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"243",243,"07/21/2021 16:58:49",28.61,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"244",244,"07/21/2021 17:58:49",27.58,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"245",245,"07/21/2021 18:58:49",23.29,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"246",246,"07/21/2021 19:58:49",20.85,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"247",247,"07/21/2021 20:58:49",19.39,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"248",248,"07/21/2021 21:58:49",17.89,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"249",249,"07/21/2021 22:58:49",17.29,"YF","UP","S_UPS_H1_40",40,"Herbivore"
