Event,Date_Time,,TemperatureC,Field,Pop,Cage,Height,Treatment
607,2021-08-23 15:37:49,88.21,31.23,UP,HF,S_HFN_H1,20,Herbivore
608,2021-08-23 16:37:49,87.13,30.63,UP,HF,S_HFN_H1,20,Herbivore
609,2021-08-23 17:37:49,83.81,28.78,UP,HF,S_HFN_H1,20,Herbivore
610,2021-08-23 18:37:49,80.80,27.11,UP,HF,S_HFN_H1,20,Herbivore
611,2021-08-23 19:37:49,80.18,26.77,UP,HF,S_HFN_H1,20,Herbivore
612,2021-08-23 20:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
613,2021-08-23 21:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
614,2021-08-23 22:37:49,68.29,20.16,UP,HF,S_HFN_H1,20,Herbivore
615,2021-08-23 23:37:49,69.60,20.89,UP,HF,S_HFN_H1,20,Herbivore
616,2021-08-24 0:37:49,69.29,20.72,UP,HF,S_HFN_H1,20,Herbivore
617,2021-08-24 1:37:49,67.05,19.47,UP,HF,S_HFN_H1,20,Herbivore
618,2021-08-24 2:37:49,67.36,19.65,UP,HF,S_HFN_H1,20,Herbivore
619,2021-08-24 3:37:49,66.67,19.26,UP,HF,S_HFN_H1,20,Herbivore
620,2021-08-24 4:37:49,65.97,18.87,UP,HF,S_HFN_H1,20,Herbivore
621,2021-08-24 5:37:49,66.51,19.17,UP,HF,S_HFN_H1,20,Herbivore
622,2021-08-24 6:37:49,66.05,18.92,UP,HF,S_HFN_H1,20,Herbivore
623,2021-08-24 7:37:49,69.83,21.02,UP,HF,S_HFN_H1,20,Herbivore
624,2021-08-24 8:37:49,74.47,23.59,UP,HF,S_HFN_H1,20,Herbivore
625,2021-08-24 9:37:49,79.18,26.21,UP,HF,S_HFN_H1,20,Herbivore
626,2021-08-24 10:37:49,77.94,25.52,UP,HF,S_HFN_H1,20,Herbivore
627,2021-08-24 11:37:49,84.81,29.34,UP,HF,S_HFN_H1,20,Herbivore
628,2021-08-24 12:37:49,91.38,32.99,UP,HF,S_HFN_H1,20,Herbivore
629,2021-08-24 13:37:49,95.24,35.13,UP,HF,S_HFN_H1,20,Herbivore
630,2021-08-24 14:37:49,101.26,38.48,UP,HF,S_HFN_H1,20,Herbivore
631,2021-08-24 15:37:49,104.12,40.07,UP,HF,S_HFN_H1,20,Herbivore
632,2021-08-24 16:37:49,104.27,40.15,UP,HF,S_HFN_H1,20,Herbivore
633,2021-08-24 17:37:49,100.88,38.26,UP,HF,S_HFN_H1,20,Herbivore
634,2021-08-24 18:37:49,90.22,32.34,UP,HF,S_HFN_H1,20,Herbivore
635,2021-08-24 19:37:49,75.08,23.94,UP,HF,S_HFN_H1,20,Herbivore
636,2021-08-24 20:37:49,69.91,21.06,UP,HF,S_HFN_H1,20,Herbivore
637,2021-08-24 21:37:49,68.98,20.55,UP,HF,S_HFN_H1,20,Herbivore
638,2021-08-24 22:37:49,68.06,20.03,UP,HF,S_HFN_H1,20,Herbivore
639,2021-08-24 23:37:49,67.21,19.56,UP,HF,S_HFN_H1,20,Herbivore
640,2021-08-25 0:37:49,66.28,19.04,UP,HF,S_HFN_H1,20,Herbivore
641,2021-08-25 1:37:49,64.89,18.27,UP,HF,S_HFN_H1,20,Herbivore
642,2021-08-25 2:37:49,63.81,17.67,UP,HF,S_HFN_H1,20,Herbivore
643,2021-08-25 3:37:49,63.58,17.54,UP,HF,S_HFN_H1,20,Herbivore
644,2021-08-25 4:37:49,63.04,17.24,UP,HF,S_HFN_H1,20,Herbivore
645,2021-08-25 5:37:49,62.81,17.11,UP,HF,S_HFN_H1,20,Herbivore
646,2021-08-25 6:37:49,63.96,17.76,UP,HF,S_HFN_H1,20,Herbivore
647,2021-08-25 7:37:49,67.28,19.60,UP,HF,S_HFN_H1,20,Herbivore
648,2021-08-25 8:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
649,2021-08-25 9:37:49,80.26,26.81,UP,HF,S_HFN_H1,20,Herbivore
650,2021-08-25 10:37:49,85.51,29.73,UP,HF,S_HFN_H1,20,Herbivore
651,2021-08-25 11:37:49,88.83,31.57,UP,HF,S_HFN_H1,20,Herbivore
652,2021-08-25 12:37:49,91.45,33.03,UP,HF,S_HFN_H1,20,Herbivore
653,2021-08-25 13:37:49,95.62,35.35,UP,HF,S_HFN_H1,20,Herbivore
654,2021-08-25 14:37:49,100.10,37.84,UP,HF,S_HFN_H1,20,Herbivore
655,2021-08-25 15:37:49,102.19,38.99,UP,HF,S_HFN_H1,20,Herbivore
656,2021-08-25 16:37:49,104.12,40.07,UP,HF,S_HFN_H1,20,Herbivore
657,2021-08-25 17:37:49,100.18,37.88,UP,HF,S_HFN_H1,20,Herbivore
658,2021-08-25 18:37:49,84.43,29.13,UP,HF,S_HFN_H1,20,Herbivore
659,2021-08-25 19:37:49,75.01,23.89,UP,HF,S_HFN_H1,20,Herbivore
660,2021-08-25 20:37:49,72.00,22.22,UP,HF,S_HFN_H1,20,Herbivore
661,2021-08-25 21:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
662,2021-08-25 22:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
663,2021-08-25 23:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
664,2021-08-26 0:37:49,71.53,21.96,UP,HF,S_HFN_H1,20,Herbivore
665,2021-08-26 1:37:49,72.23,22.35,UP,HF,S_HFN_H1,20,Herbivore
666,2021-08-26 2:37:49,71.45,21.92,UP,HF,S_HFN_H1,20,Herbivore
667,2021-08-26 3:37:49,72.00,22.22,UP,HF,S_HFN_H1,20,Herbivore
668,2021-08-26 4:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
669,2021-08-26 5:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
670,2021-08-26 6:37:49,71.61,22.01,UP,HF,S_HFN_H1,20,Herbivore
671,2021-08-26 7:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
672,2021-08-26 8:37:49,78.87,26.04,UP,HF,S_HFN_H1,20,Herbivore
673,2021-08-26 9:37:49,84.27,29.04,UP,HF,S_HFN_H1,20,Herbivore
674,2021-08-26 10:37:49,89.22,31.79,UP,HF,S_HFN_H1,20,Herbivore
675,2021-08-26 11:37:49,91.38,32.99,UP,HF,S_HFN_H1,20,Herbivore
676,2021-08-26 12:37:49,95.55,35.30,UP,HF,S_HFN_H1,20,Herbivore
677,2021-08-26 13:37:49,99.18,37.32,UP,HF,S_HFN_H1,20,Herbivore
678,2021-08-26 14:37:49,102.34,39.08,UP,HF,S_HFN_H1,20,Herbivore
679,2021-08-26 15:37:49,107.21,41.78,UP,HF,S_HFN_H1,20,Herbivore
680,2021-08-26 16:37:49,92.46,33.59,UP,HF,S_HFN_H1,20,Herbivore
681,2021-08-26 17:37:49,93.93,34.40,UP,HF,S_HFN_H1,20,Herbivore
682,2021-08-26 18:37:49,90.06,32.26,UP,HF,S_HFN_H1,20,Herbivore
683,2021-08-26 19:37:49,80.57,26.98,UP,HF,S_HFN_H1,20,Herbivore
684,2021-08-26 20:37:49,74.23,23.46,UP,HF,S_HFN_H1,20,Herbivore
685,2021-08-26 21:37:49,72.54,22.52,UP,HF,S_HFN_H1,20,Herbivore
686,2021-08-26 22:37:49,71.07,21.70,UP,HF,S_HFN_H1,20,Herbivore
687,2021-08-26 23:37:49,70.06,21.15,UP,HF,S_HFN_H1,20,Herbivore
688,2021-08-27 0:37:49,70.06,21.15,UP,HF,S_HFN_H1,20,Herbivore
689,2021-08-27 1:37:49,69.14,20.63,UP,HF,S_HFN_H1,20,Herbivore
690,2021-08-27 2:37:49,68.83,20.46,UP,HF,S_HFN_H1,20,Herbivore
691,2021-08-27 3:37:49,67.52,19.73,UP,HF,S_HFN_H1,20,Herbivore
692,2021-08-27 4:37:49,66.05,18.92,UP,HF,S_HFN_H1,20,Herbivore
693,2021-08-27 5:37:49,65.51,18.62,UP,HF,S_HFN_H1,20,Herbivore
694,2021-08-27 6:37:49,66.36,19.09,UP,HF,S_HFN_H1,20,Herbivore
695,2021-08-27 7:37:49,66.82,19.35,UP,HF,S_HFN_H1,20,Herbivore
696,2021-08-27 8:37:49,69.29,20.72,UP,HF,S_HFN_H1,20,Herbivore
697,2021-08-27 9:37:49,77.48,25.27,UP,HF,S_HFN_H1,20,Herbivore
698,2021-08-27 10:37:49,80.49,26.94,UP,HF,S_HFN_H1,20,Herbivore
699,2021-08-27 11:37:49,82.42,28.01,UP,HF,S_HFN_H1,20,Herbivore
700,2021-08-27 12:37:49,83.12,28.40,UP,HF,S_HFN_H1,20,Herbivore
701,2021-08-27 13:37:49,86.59,30.33,UP,HF,S_HFN_H1,20,Herbivore
702,2021-08-27 14:37:49,90.45,32.47,UP,HF,S_HFN_H1,20,Herbivore
703,2021-08-27 15:37:49,93.46,34.15,UP,HF,S_HFN_H1,20,Herbivore
704,2021-08-27 16:37:49,93.46,34.15,UP,HF,S_HFN_H1,20,Herbivore
705,2021-08-27 17:37:49,87.29,30.71,UP,HF,S_HFN_H1,20,Herbivore
706,2021-08-27 18:37:49,75.78,24.32,UP,HF,S_HFN_H1,20,Herbivore
707,2021-08-27 19:37:49,64.50,18.06,UP,HF,S_HFN_H1,20,Herbivore
708,2021-08-27 20:37:49,60.49,15.83,UP,HF,S_HFN_H1,20,Herbivore
709,2021-08-27 21:37:49,58.95,14.97,UP,HF,S_HFN_H1,20,Herbivore
710,2021-08-27 22:37:49,59.79,15.44,UP,HF,S_HFN_H1,20,Herbivore
711,2021-08-27 23:37:49,60.18,15.66,UP,HF,S_HFN_H1,20,Herbivore
712,2021-08-28 0:37:49,59.87,15.48,UP,HF,S_HFN_H1,20,Herbivore
713,2021-08-28 1:37:49,60.26,15.70,UP,HF,S_HFN_H1,20,Herbivore
714,2021-08-28 2:37:49,60.64,15.91,UP,HF,S_HFN_H1,20,Herbivore
715,2021-08-28 3:37:49,60.03,15.57,UP,HF,S_HFN_H1,20,Herbivore
716,2021-08-28 4:37:49,59.64,15.36,UP,HF,S_HFN_H1,20,Herbivore
717,2021-08-28 5:37:49,57.86,14.37,UP,HF,S_HFN_H1,20,Herbivore
718,2021-08-28 6:37:49,59.10,15.06,UP,HF,S_HFN_H1,20,Herbivore
719,2021-08-28 7:37:49,61.72,16.51,UP,HF,S_HFN_H1,20,Herbivore
720,2021-08-28 8:37:49,65.51,18.62,UP,HF,S_HFN_H1,20,Herbivore
721,2021-08-28 9:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
722,2021-08-28 10:37:49,72.15,22.31,UP,HF,S_HFN_H1,20,Herbivore
723,2021-08-28 11:37:49,69.83,21.02,UP,HF,S_HFN_H1,20,Herbivore
724,2021-08-28 12:37:49,70.37,21.32,UP,HF,S_HFN_H1,20,Herbivore
725,2021-08-28 13:37:49,71.30,21.83,UP,HF,S_HFN_H1,20,Herbivore
726,2021-08-28 14:37:49,76.40,24.66,UP,HF,S_HFN_H1,20,Herbivore
727,2021-08-28 15:37:49,72.54,22.52,UP,HF,S_HFN_H1,20,Herbivore
728,2021-08-28 16:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
729,2021-08-28 17:37:49,68.75,20.42,UP,HF,S_HFN_H1,20,Herbivore
730,2021-08-28 18:37:49,67.05,19.47,UP,HF,S_HFN_H1,20,Herbivore
731,2021-08-28 19:37:49,65.66,18.70,UP,HF,S_HFN_H1,20,Herbivore
732,2021-08-28 20:37:49,65.20,18.44,UP,HF,S_HFN_H1,20,Herbivore
733,2021-08-28 21:37:49,65.35,18.53,UP,HF,S_HFN_H1,20,Herbivore
734,2021-08-28 22:37:49,65.89,18.83,UP,HF,S_HFN_H1,20,Herbivore
735,2021-08-28 23:37:49,65.74,18.74,UP,HF,S_HFN_H1,20,Herbivore
736,2021-08-29 0:37:49,66.13,18.96,UP,HF,S_HFN_H1,20,Herbivore
737,2021-08-29 1:37:49,66.13,18.96,UP,HF,S_HFN_H1,20,Herbivore
738,2021-08-29 2:37:49,66.20,19.00,UP,HF,S_HFN_H1,20,Herbivore
739,2021-08-29 3:37:49,66.36,19.09,UP,HF,S_HFN_H1,20,Herbivore
740,2021-08-29 4:37:49,66.36,19.09,UP,HF,S_HFN_H1,20,Herbivore
741,2021-08-29 5:37:49,66.05,18.92,UP,HF,S_HFN_H1,20,Herbivore
742,2021-08-29 6:37:49,65.66,18.70,UP,HF,S_HFN_H1,20,Herbivore
743,2021-08-29 7:37:49,64.20,17.89,UP,HF,S_HFN_H1,20,Herbivore
744,2021-08-29 8:37:49,65.97,18.87,UP,HF,S_HFN_H1,20,Herbivore
745,2021-08-29 9:37:49,67.67,19.82,UP,HF,S_HFN_H1,20,Herbivore
746,2021-08-29 10:37:49,70.76,21.53,UP,HF,S_HFN_H1,20,Herbivore
747,2021-08-29 11:37:49,74.23,23.46,UP,HF,S_HFN_H1,20,Herbivore
748,2021-08-29 12:37:49,80.10,26.72,UP,HF,S_HFN_H1,20,Herbivore
749,2021-08-29 13:37:49,84.74,29.30,UP,HF,S_HFN_H1,20,Herbivore
750,2021-08-29 14:37:49,83.50,28.61,UP,HF,S_HFN_H1,20,Herbivore
751,2021-08-29 15:37:49,74.39,23.55,UP,HF,S_HFN_H1,20,Herbivore
752,2021-08-29 16:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
753,2021-08-29 17:37:49,81.57,27.54,UP,HF,S_HFN_H1,20,Herbivore
754,2021-08-29 18:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
755,2021-08-29 19:37:49,69.22,20.68,UP,HF,S_HFN_H1,20,Herbivore
756,2021-08-29 20:37:49,69.29,20.72,UP,HF,S_HFN_H1,20,Herbivore
757,2021-08-29 21:37:49,69.91,21.06,UP,HF,S_HFN_H1,20,Herbivore
758,2021-08-29 22:37:49,70.68,21.49,UP,HF,S_HFN_H1,20,Herbivore
759,2021-08-29 23:37:49,71.07,21.70,UP,HF,S_HFN_H1,20,Herbivore
760,2021-08-30 0:37:49,70.61,21.45,UP,HF,S_HFN_H1,20,Herbivore
761,2021-08-30 1:37:49,70.30,21.28,UP,HF,S_HFN_H1,20,Herbivore
762,2021-08-30 2:37:49,69.91,21.06,UP,HF,S_HFN_H1,20,Herbivore
763,2021-08-30 3:37:49,70.22,21.23,UP,HF,S_HFN_H1,20,Herbivore
764,2021-08-30 4:37:49,70.37,21.32,UP,HF,S_HFN_H1,20,Herbivore
765,2021-08-30 5:37:49,69.76,20.98,UP,HF,S_HFN_H1,20,Herbivore
766,2021-08-30 6:37:49,70.22,21.23,UP,HF,S_HFN_H1,20,Herbivore
767,2021-08-30 7:37:49,72.00,22.22,UP,HF,S_HFN_H1,20,Herbivore
768,2021-08-30 8:37:49,69.83,21.02,UP,HF,S_HFN_H1,20,Herbivore
769,2021-08-30 9:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
770,2021-08-30 10:37:49,76.01,24.45,UP,HF,S_HFN_H1,20,Herbivore
771,2021-08-30 11:37:49,79.95,26.64,UP,HF,S_HFN_H1,20,Herbivore
772,2021-08-30 12:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
773,2021-08-30 13:37:49,86.82,30.46,UP,HF,S_HFN_H1,20,Herbivore
774,2021-08-30 14:37:49,90.30,32.39,UP,HF,S_HFN_H1,20,Herbivore
775,2021-08-30 15:37:49,92.23,33.46,UP,HF,S_HFN_H1,20,Herbivore
776,2021-08-30 16:37:49,86.59,30.33,UP,HF,S_HFN_H1,20,Herbivore
777,2021-08-30 17:37:49,79.64,26.47,UP,HF,S_HFN_H1,20,Herbivore
778,2021-08-30 18:37:49,80.10,26.72,UP,HF,S_HFN_H1,20,Herbivore
779,2021-08-30 19:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
780,2021-08-30 20:37:49,65.66,18.70,UP,HF,S_HFN_H1,20,Herbivore
781,2021-08-30 21:37:49,64.35,17.97,UP,HF,S_HFN_H1,20,Herbivore
782,2021-08-30 22:37:49,64.20,17.89,UP,HF,S_HFN_H1,20,Herbivore
783,2021-08-30 23:37:49,63.96,17.76,UP,HF,S_HFN_H1,20,Herbivore
784,2021-08-31 0:37:49,62.50,16.94,UP,HF,S_HFN_H1,20,Herbivore
785,2021-08-31 1:37:49,61.18,16.21,UP,HF,S_HFN_H1,20,Herbivore
786,2021-08-31 2:37:49,60.18,15.66,UP,HF,S_HFN_H1,20,Herbivore
787,2021-08-31 3:37:49,60.10,15.61,UP,HF,S_HFN_H1,20,Herbivore
788,2021-08-31 4:37:49,58.33,14.63,UP,HF,S_HFN_H1,20,Herbivore
789,2021-08-31 5:37:49,57.48,14.15,UP,HF,S_HFN_H1,20,Herbivore
790,2021-08-31 6:37:49,57.63,14.24,UP,HF,S_HFN_H1,20,Herbivore
791,2021-08-31 7:37:49,60.95,16.08,UP,HF,S_HFN_H1,20,Herbivore
792,2021-08-31 8:37:49,66.13,18.96,UP,HF,S_HFN_H1,20,Herbivore
793,2021-08-31 9:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
794,2021-08-31 10:37:49,81.11,27.28,UP,HF,S_HFN_H1,20,Herbivore
795,2021-08-31 11:37:49,80.03,26.68,UP,HF,S_HFN_H1,20,Herbivore
796,2021-08-31 12:37:49,84.66,29.26,UP,HF,S_HFN_H1,20,Herbivore
797,2021-08-31 13:37:49,87.13,30.63,UP,HF,S_HFN_H1,20,Herbivore
798,2021-08-31 14:37:49,88.13,31.19,UP,HF,S_HFN_H1,20,Herbivore
799,2021-08-31 15:37:49,86.44,30.24,UP,HF,S_HFN_H1,20,Herbivore
800,2021-08-31 16:37:49,83.12,28.40,UP,HF,S_HFN_H1,20,Herbivore
801,2021-08-31 17:37:49,76.47,24.71,UP,HF,S_HFN_H1,20,Herbivore
802,2021-08-31 18:37:49,74.85,23.81,UP,HF,S_HFN_H1,20,Herbivore
803,2021-08-31 19:37:49,68.29,20.16,UP,HF,S_HFN_H1,20,Herbivore
804,2021-08-31 20:37:49,63.81,17.67,UP,HF,S_HFN_H1,20,Herbivore
805,2021-08-31 21:37:49,62.50,16.94,UP,HF,S_HFN_H1,20,Herbivore
806,2021-08-31 22:37:49,61.57,16.43,UP,HF,S_HFN_H1,20,Herbivore
807,2021-08-31 23:37:49,62.73,17.07,UP,HF,S_HFN_H1,20,Herbivore
808,2021-09-01 0:37:49,60.57,15.87,UP,HF,S_HFN_H1,20,Herbivore
809,2021-09-01 1:37:49,57.79,14.33,UP,HF,S_HFN_H1,20,Herbivore
810,2021-09-01 2:37:49,56.78,13.77,UP,HF,S_HFN_H1,20,Herbivore
811,2021-09-01 3:37:49,56.55,13.64,UP,HF,S_HFN_H1,20,Herbivore
812,2021-09-01 4:37:49,55.01,12.78,UP,HF,S_HFN_H1,20,Herbivore
813,2021-09-01 5:37:49,54.78,12.65,UP,HF,S_HFN_H1,20,Herbivore
814,2021-09-01 6:37:49,56.09,13.38,UP,HF,S_HFN_H1,20,Herbivore
815,2021-09-01 7:37:49,59.72,15.40,UP,HF,S_HFN_H1,20,Herbivore
816,2021-09-01 8:37:49,65.43,18.57,UP,HF,S_HFN_H1,20,Herbivore
817,2021-09-01 9:37:49,67.44,19.69,UP,HF,S_HFN_H1,20,Herbivore
818,2021-09-01 10:37:49,70.53,21.40,UP,HF,S_HFN_H1,20,Herbivore
819,2021-09-01 11:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
